short_new,long,shorts
Waheeb 1998,"M. Waheeb, “Wadi el-Kharrar (al-Maghtas),” in V. Egan and P.M. Bikai (eds.), “Archaeology in Jordan,” AJA 102 (1998) 601.",Waheeb 1998
Paoletti 1981,"M. Paoletti and S. Settis (eds.), Medma e il suo territorio. Materiali per una carta archeologica, Bari, 1981.",Paoletti 1981
Eremyan 1961,"S.T. Eremyan, Hayastanë ëst “Ashkharhats 'oyts” -i, Erevan, 1961.",Eremyan 1961
Jimeno Martínez 1993,"A. Jimeno Martínez, A. del Val Recio and J.J. Fernández Moreno, Inventarios y cartas arqueológicas, Valladolid, 1993.",Jimeno Martínez 1993
Riley 1995,"D. Riley et al., “Aerial reconnaissance and excavation at Littleborough-on-Trent, Notts.,” Britannia 26 (1995) 253-84.",Riley 1995
Lefèbvre 1982,"C. Lefèbvre, “Premières recherches sur le dispositif de défense de l’oppidum de Jastres-nord à Lussas (Ardèche),” RAN 15 (1982) 103-33.",Lefèbvre 1982
Hoepfner 1966,"W. Hoepfner, Herakleia Pontike-Ereğli, DenkWien 89, Vienna, 1966.",Hoepfner 1966
Fontaine 1977,"J. Fontaine, Ammien Marcellin. Histoire, Tome IV (Livres XXIII-XXV), 1 partie: Texte. 2 partie: Commentaire, Paris, 1977.",Fontaine 1977
Feissel 1996,"D. Feissel, “Kerdanetta: une localité de Lydie d’après l’épigraphie et les Actes conciliares,” Tyche 11 (1996) 107-11.",Feissel 1996
Feissel 1997,"D. Feissel, J. Gascou and J. Teixidor, “Documents d’archives romains inédits du Moyen Euphrate, II,” JSav (1997) 3-57.",Feissel 1997
Stucchi 1987,"S. Stucchi, “L’architettura funeraria suburbana cirenaica in rapporto a quella della chora viciniore ed a quella libya ulteriore, con speciale riguardo all’età ellenistica,” QAL 12 (1987) 249-377.",Stucchi 1987
Sabbione 1977,"C. Sabbione, “Nota sul territorio di Locri,” in Locri Epizefirii. AttiMGrecia 16 (1977) 363-73.",Sabbione 1977
Zaninović 1990,"M. Zaninović, “Histri i Liburni prema rimskoj ekspanziji / The Histri and Liburni in relation to Roman expansion,” Diadora 12 (1990) 47-62.",Zaninović 1990
Lugli 1930,"G. Lugli, “Saggi di scavo per la ricerca del tempio di Giove sulla vetta di Monte Cave,” BdA 10 (1930) 162-68.",Lugli 1930
Zaninović 1994,"M. Zaninović, “Apsorus, Crexa e Nesactium. Badò sulla rotta marittima adriatica,” QuadAVen 10 (1994) 179-88.",Zaninović 1994
Edmonds 1934,"C.J. Edmonds, “A tomb in Kurdistan,” Iraq 1 (1934) 183-92.",Edmonds 1934
Sebastiani 1996,"S. Sebastiani, Ancona: forma e urbanistica, Rome, 1996.",Sebastiani 1996
Huff 1999,"D. Huff, “Das ‘medische’ Grabrelief von Deh Now,” StIran 28 (1999) 7-40.",Huff 1999
Scerrato 1970,"U. Scerrato, “La missione archeologica Italiana nel Sistan persiano,” Il Veltro, Rivista della civiltà italiana 11 (1970) 127-40.",Scerrato 1970
Hayes 1984,"J.W. Hayes and E.M. Wightman, “Interamna Lirenas: risultati di ricerche di superficie 1979-1981,” ArchLaz 6 (1984) 137-48.",Hayes 1984
Connelly 1988,"J.B. Connelly, Votive sculpture of Hellenistic Cyprus, Nicosia, 1988.",Connelly 1988
Young 1997,"G.K. Young, “The customs-collector at the Nabataean Port of Leuke Kome (PME 19),” ZPE 119 (1997) 266-68.",Young 1997
Trousset 1992a,"P. Trousset et al., “Les îles Kneiss et le monastère de Fulgence de Ruspe,” AntAf 28 (1992) 223-47.",Trousset 1992
Sobrequés 1994,"J. Sobrequés I Callicó (ed.), Història de Barcelona 1. La Ciutat antiga, 2 ed., Barcelona, 1994.",Sobrequés 1994
Massiera 1936,"P. Massiera, “La Station de Tatilti,” RevAfr 79 (1936) 465-76.",Massiera 1936
Garlan 1996,"Y. Garlan and C. Karadima-Matsa, “Ateliers amphorique de Chioni,” BCH 120 (1996) 889-90.",Garlan 1996
Dunn 1911,"S.C. Dunn, Notes on the mineral deposits of the Anglo-Egyptian Sudan, Sudan Government Geological Survey 1, Khartoum, 1911.",Dunn 1911
Di Stefano 1993b,"C.A. Di Stefano (ed.), Di Terra in terra: nuove scoperte archeologiche nella provincia di Palermo, Palermo, 1993.",Di Stefano 1993b
Lo Porto 1973,"F.G. Lo Porto, Civiltà indigena e penetrazione greca nella Lucania Orientale, Rome, 1973.",Lo Porto 1973
EACDA,"La excavacions arqueológiques a Catalunya en els darrers anys, Barcelona, 1982.",EACDA
IGBulg,"G. Mihailov (ed.), Inscriptiones Graecae in Bulgaria Repertae, 4 vols., Sofia, 1956-70.",IGBulg
Teichner 1999,"F. Teichner, Kahl am Main. Siedlung und Gräberfeld der Völkerwanderungszeit. Materialhefte zur Bayerischen Vor- und Frühgeschichte A 80, Kallmünz, 1999.",Teichner 1999
Euzennat 1989a,"M. Euzennat, “Remarques sur la description de la Maurétanie tingitane dans Pline, H.N., V, 2-18,” AntAf 25 (1989) 95-109.",Euzennat 1989a
Rastrelli 1987,"A. Rastrelli, ‘Chianciano Terme, ’ in “Scavi e scoperte,” StEtr 55 (1987-88) 517-22.",Rastrelli 1987
Soproni 1985,"S. Soproni, Die letzten Jahrzehnte des pannonischen Limes, Münchner Beiträge zur Vor- und Frühgeschichte 38, Munich, 1985.",Soproni 1985
Knapp 1995,"A.B. Knapp and M. Given, “The Sydney Cyprus survey project (SCSP) 1995 season,” OWAN 19 (1995) 10-19.",Knapp 1995
Marangio 1973,"C. Marangio, “L’acquedotto romano di Pozzo di Vito attraverso i rilievi inediti del 1888,” Brundisii Res 3 (1973) 85-92.",Marangio 1973
Russell 1995,"J. Russell, “A Roman military diploma from Rough Cilicia,” BJb 195 (1995) 67-133.",Russell 1995
Bojanovski 1988,"I. Bojanovski, Bosna i Hercegovina u antičko doba / Bosnie et Herzegovine à l’époque antique, Centar za balkanološka ispitivanja / Centre d’Etudes Balkaniques 6, Sarajevo, 1988.",Bojanovski 1988
Kerman 1994,"B. Kerman, “Halicanum - Lindolveschirichun ali Lendava? / Halicanum - Lindolveschirichun or Lendava?,” in Lendavski zvezki, pp. 12-17, Lendava, 1994.",Kerman 1994
Svennung 1963,"J. Svennung, “Die Swioneninsel und die Sithones bei Tacitus,” Eranos 61 (1963) 121-42.",Svennung 1963
Boyer 1954,"R. Boyer, “Le problème de la mutatio d’Anteae,” PH 4 (1954) 3-10.",Boyer 1954
Codreanu-Windauer 1997,"S. Codreanu-Windauer, “Neues zum Kohortenlager Regensburg-Kumpfmühl,” Das Archäologische Jahr in Bayern (1997) 116-19.",Codreanu-Windauer 1997
Bojanovski 1983,"I. Bojanovski, “Trebinje-rimsko Asamo (Asamum) s kratkim osvrtom na ager kolonije Epidaura / Trebinje-Roman Asamo (Asamum),” Tribunia 7 (1983) 7-32.",Bojanovski 1983
Bojanovski 1982,"I. Bojanovski, “Antičko rudarstvo u unutrašnjosti provincije Dalmacije u svjetlu epigrafskih i numizmatičkih izvora / L’exploitation minière dans l’antiquité à l’intérieur de la province de Dalmatie, à la lumière des sources épigraphiques et numismatiques,” Arh. rad. ras. 8-9 (1982) 89-120.",Bojanovski 1982
Bojanovski 1981,"I. Bojanovski, “Prilozi za topografiu rimskih I predrimskih komunikacija I naselja u rimskoj provinciji Dalmaciji, III-Prilog proučavanju antičkih naselja I komunikacija u istočnij Bosni / Contribution à la topographie des communications et des agglomérations romaines et préromaines dans la province romaine de Dalmatie-Contribution à l’étude des agglomérations et des communications antiques en Bosnie orientale,” Godišnjak ANUBiH 19 (1981) 125-97.",Bojanovski 1981
Valle Pontina 1990,"La Valle Pontina nell’antichità: atti del convegno, Rome, 1990.",Valle Pontina 1990
Reinach 1910,"A.J. Reinach, “Voyageurs et pèlerins dans l’Egypte gréco-romaine,” Bulletin de la Société royale d’archéologie d’Alexandrie 13 (1910) 111-44.",Reinach 1910
Luschi 1989,"L. Luschi, “Gli stucchi della villa detta ‘dei Gordiani’ sulla Via Prenestina,” BCAR 93 (1989-90) 407-46.",Luschi 1989
Mitford 1980e,"T.B. Mitford, “Roman Cyprus,” ANRW II.7.2 (1980) 1285-1384.",Mitford 1980a
Bojanovski 1984,"I. Bojanovski, “Prilozi za topografiju rimskih i predrimskih komunikacija i naselja u rimskoj provinciji Dalmaciji IV, Rimska cesta Siscia-Sirmium (Tab. Peut.) i njena topografija / Die Römerstraße Siscia-Sirmium (Tab. Peut.) und ihre Topographie,” Godišnjak ANUBiH 22 (1984) 145-265.",Bojanovski 1984
Soren 1994,"D. Soren and W. Aylward, “Dazzling spaces,” Archaeology 47 (1994) 24-28.",Soren 1994
Strobel 1989,"A. Strobel, “El-Zar'ah/Kallirrhoe,” in D. Homès-Fredericq and J.B. Hennesey (eds.), Archaeology of Jordan 2.2, Akkadica Suppl. 8, pp. 633-39, Louvain, 1989.",Strobel 1989
Hogarth 1893a,"D.G. Hogarth, “Modern and ancient roads in eastern Asia Minor. Part 2: the military road from Caesarea to Melitene on the Euphrates,” RGS Supplementary Papers 3 (1893) 678-718.",Hogarth 1893
Murray 1982,"W.M. Murray, “The coastal sites of western Akarnania: a topographical-historical survey,” diss., University of Pennsylvania, 1982.",Murray 1982
Murray 1985,"W.M. Murray, “The location of Nasos and its place in history,” Hesperia 54 (1985) 97-108.",Murray 1985
Murray 1984,"W.M. Murray, “The ancient dam of the Mytikas valley,” AJA 88 (1984) 195-203.",Murray 1984
Murray 1988,"W.M. Murray, “The ancient harbour mole at Leukas, Greece,” in Archaeology of Coastal Changes, Proceedings of the first international symposium “Cities on the Sea–Past and Present,” Haifa, Israel, September 22-29, 1986, pp. 101-18, BAR International series 404, Oxford, 1988.",Murray 1988
Barruol 1980,"G. Barruol (ed.), Ruscino. Château-Roussillon, Perpignan (Pyrénées-Orientales) I: État des travaux et recherches en 1975, RAN Suppl. 7, Paris, 1980.",Barruol 1980
Santangelo 1950,"M. Santangelo, Taormina e dintorni, Rome, 1950.",Santangelo 1950
Holmquist 1961,"W. Holmquist et al. (eds.), Excavations at Helgö, 12 vols., Stockholm, 1961-94.",Holmquist 1961
Finkbeiner 1993,"U. Finkbeiner, Uruk. Analytisches Register zu den Grabungsberichten: Kampagnen 1912/13 bis 1976/77, Berlin, 1993.",Finkbeiner 1993
Forsythe 1992,"P.Y. Forsythe, “After the big bang: eruptive activity in the caldera of Greco-Roman Thera,” GRBS 33 (1992) 191-204.",Forsythe 1992
Kolendo 1989,"J. Kolendo, “Les réalités romaines dans la Germanie de Tacite. Le cas des esclaves et des affranchis,” Index 17 (1989) 231-39.",Kolendo 1989
Scullard 1970,"H.H. Scullard, Scipio Africanus: soldier and politician, Ithaca, NY, 1970.",Scullard 1970
Kolendo 1987,"J. Kolendo, “Les Romains prisonniers de guerre des barbares au I et au II siècles,” Index 15 (1987) 227-34.",Kolendo 1987
Kolendo 1984,"J. Kolendo, “I Veneti dell’Europa centrale e orientale. Sedi e realtà etnica,” AIVSLA 143 (1984-85) 415-35.",Kolendo 1984
Kolendo 1985,"J. Kolendo, “Miejsca występowania bursztynu według Pliniusza Starszego,” PMZ 37 (1985) 5-26.",Kolendo 1985
Kolendo 1983,"J. Kolendo, “Les connaissances des anciens sur les lieux de provenance de l’ambre jaune,” Archeologia (Warsaw) 34 (1983) 1-15.",Kolendo 1983
Mitchell 1974a,"S. Mitchell, “The Plancii in Asia Minor,” JRS 64 (1974) 27-39.",Mitchell 1974
Sarianidi 1989,"V.I. Sarianidi, Khram i nekripol' Tillya tepe, Moscow, 1989.",Sarianidi 1989
Maxfield 1989,"V. Maxfield (ed.), The Saxon shore: a handbook, Exeter, 1989.",Maxfield 1989
Scherrer 1995,"P. Scherrer (ed.), Ephesos: der neue Führer. 100 Jahre österreichische Ausgrabungen 1895-1995, Vienna, 1995.",Scherrer 1995
Kosholenko 1984,"G.A. Kosholenko (ed.), Antichnye Gosudarstva Severnovo Prichernomor'ya, Moscow, 1984.",Kosholenko 1984
Negev 1977,"A. Negev, The inscriptions of Wadi Haggag, Sinai, Qedem 6, Jerusalem, 1977.",Negev 1977
Press 1990,"L. Press and T. Sarnowski, “Novae. Römisches Legionslager und frühbyzantinische Stadt an der unteren Donau,” AW 21 (1990) 225-43.",Press 1990
Wagner 1996,"G. Wagner, Les inscriptions grecques du temple rupestre d’Aïn Labakha, ZPE 111 (1996) 97-114.",Wagner 1996
Whitcomb 1969,"D. Whitcomb, “A new Achaemenian site near Persepolis,” Bulletin of the Asia Institute of Pahlavi University, Shiraz (1969) 48-51.",Whitcomb 1969
Walbank 1957,"F.W. Walbank, A historical commentary on Polybius, 3 vols., Oxford, 1957-79.",Walbank 1957
Fundmünzen,"Die Fundmünzen der römischen Zeit in Deutschland, Berlin, 1960-.",Fundmünzen
Pallarès 1987,"F. Pallarès et al., “Ventimiglia. La necropoli romana,” in P. Melli (ed.), Archeologia in Liguria 3.2. Scavi e scoperte 1982-86 dall’epoca romana al post-medioevo, pp. 479-480, Genoa, 1987.",Pallarès 1987
Lafran 1989,"P. Lafran and A. Roth Congès, Le Pont-Flavien de Saint-Chamas, Saint-Chamas, 1989.",Lafran 1989
Cuomo 1976,"L. Cuomo and A. Pellegrino, Il problema di Monte Pallano, Chieti, 1976.",Cuomo 1976
Février 1986,"P.-A. Février, “Arles,” in Topographie chrétienne des cités de la Gaule des origines au milieu du VIII siècle, III. Provinces ecclésiastiques de Vienne et d’Arles, pp. 73-84, Paris, 1986.",Février 1986
Kolendo 1981a,"J. Kolendo, “Les influences de Rome sur les peuples de l’Europe centrale habitants loin des frontières de l’empire: l’exemple du territoire de la Pologne,” Klio 63 (1981) 453-72.",Kolendo 1981a
Kolendo 1981b,"J. Kolendo, “Źródła pisane,” in J. Wielowiejski (ed.), Prahistoria ziem polskich, vol.5: Późny okres lateński i okres rzymski, pp. 9-17, Wrocław, 1981.",Kolendo 1981b
Kolendo 1981c,"J. Kolendo, A la recherche de l’ambre baltique. L’expédition d’un chevalier romain sous Néron, Warsaw, 1981.",Kolendo 1981
Fichtl 1994,"S. Fichtl, Les gaulois du nord de la Gaule (150-20 av. J.C.), Paris, 1994.",Fichtl 1994
Ungaro 1980,"L. Ungaro, “Ricerche sulla topografia alto-medioevale del territorio di Galeria,” QuadAEI 4 (1980) 214-18.",Ungaro 1980
Harmatta 1994,"J. Harmatta (ed.), History of civilizations of Central Asia, vol. II. The development of sedentary and nomadic civilizations: 700 B.C. to A.D. 250, Paris, 1994.",Harmatta 1994
Février 1989,"P.-A. Février, “Maguelone,” in Topographie chrétienne des cités de la Gaule des origines au milieu du VIII siècle, VII. Province ecclésiastique de Narbonne, pp. 51-52, Paris, 1989.",Février 1989
Young 1974,"T.C. Young and L.D. Levine, Excavations of the Godin project: second progress report, Toronto, 1974.",Young 1974
Honigmann 1939,"E. Honigmann, “L’origine des noms de Balikesir, de Burdur et d’Egridir,” Byzantion 14 (1939) 649-56.",Honigmann 1939
Saggau 1981,"H.E. Saggau, Der Urnenfriedhof am Brautberg bei Bordesholm in Holstein, 2. Katalog, Offa-Bücher 48, Neumünster, 1981.",Saggau 1981
Kaygusuz 1982,"I. Kaygusuz, “Deux inscriptions de Gangra-Germanicopolis (Çankırı),” ZPE 49 (1982) 177-83.",Kaygusuz 1982
Saggau 1986,"H.E. Saggau, Der Urnenfriedhof am Brautberg bei Bordesholm in Holstein, 1. Text und Karten, Offa-Bücher 48 Neumünster, 1986.",Saggau 1986
Pernon 1977,"J. Pernon, “Une grande villa gallo-romaine à Cognin,” Archéologia 103 (1977) 14-23.",Pernon 1977
Apostolou 1988,"M. Apostolou, “’Ανασκαφή στην Κυψέλης ’Ημαθίας / Excavations at Kypseli in Ematheia,” AEMT 2 (1988) 307-15.",Apostolou 1988
Kossack 1980,"G. Kossack, Archsum auf Sylt. Einführung in Forschungsverlauf und Landschaftsgeschichte, Römisch-Germanische Forschungen 39, Mainz, 1980.",Kossack 1980
Kossack 1987,"G. Kossack, Archsum auf Sylt. Landwirtschaft und Umwelt in vor- und frühgeschichtlicher Zeit, Römisch-Germanische Forschungen 44, Mainz, 1987.",Kossack 1987
EA San Donà,"L. Berti and C. Boccazzi, Edizione archeologica della Carta d’Italia al 100.000, Foglio 52-53 San Donà di Piave-Foce del Tagliamento, Florence, 1962.",EA San Donà
Bats 1992,"M. Bats et al. (eds.), Marseille grecque et la Gaule, Etudes massaliètes 3, Lattes and Aix-en-Provence, 1992.",Bats 1992
Kossack 1984,"G. Kossack et al. (eds.), Archäologische und naturwissenschaftliche Untersuchungen an ländlichen und frühstädtischen Siedlungen im deutschen Küstengebiet vom 5. Jahrhundert v. Chr. bis zum 11. Jahrhundert n. Chr.; Bd. 1 Ländliche Siedlungen, Weinheim, 1984.",Kossack 1984
de Mecquenem 1953,"R. de Mecquenem and J. Michalon, Recherches à Tchoga Zembil, MMAI 33, Paris, 1953.",de Mecquenem 1953
Gasparri 1994,"D. Gasparri, “Nuove acquisizioni sulla divisione agraria di Paestum,” in Le ravitaillement en blé de Rome et des centres urbains des débuts de la république jusqu’au haut empire, pp. 149-58, Naples and Rome, 1994.",Gasparri 1994
Prammer 1989,"J. Prammer, Das römische Straubing. Ausgrabungen - Schatzfund - Gäubodenmuseum, Bayerische Museen 11, Munich and Zurich, 1989.",Prammer 1989
Anagnostopoulou-Hatzepolychrone 1988,"E. Anagnostopoulou-Hatzepolychrone, “Αρχαιολόγικη ἔρευνες στὸ Λίνο Ν. Ροδόπης / Archaeological research at Linos of Rodopi district,” AEMT 2 (1988) 511-16.",Anagnostopoulou-Hatzepolychrone 1988
Oates 1968,"D. Oates, Studies in the ancient history of northern Iraq, London, 1968.",Oates 1968
Aventicum,"Aventicum, Association pro Aventico, Avenches.",Aventicum
Zabehlicky-Scheffenegger 1979,"S. Zabehlicky-Scheffenegger, Burnum 1: erster Bericht über die Kleinfunde der Grabungen 1973 und 1974 auf dem Forum, Schriften der Balkankommission, Antiquarische Abteilung 14, Vienna, 1979.",Zabehlicky-Scheffenegger 1979
Karageorghis 1977,"V. Karageorghis, “A ‘favissa’ at Kakopetria,” RDAC (1977) 178-201.",Karageorghis 1977
Euzennat 1962,"M. Euzennat, “Les voies romaines du Maroc dans l’Itinéraire Antonin,” Hommages à Albert Grenier, vol. 2, Collection Latomus 58, pp. 595-610, Brussels, 1962.",Euzennat 1962
FormIt Castra Albana,"E. Tortorici, Forma Italiae: Castra Albana (regio I, vol. 11), Rome, 1975.",FormIt Castra Albana
Bolin 1926,"S. Bolin, Fynden av romerska mynt i det fria Germanien, Lund, 1926.",Bolin 1926
Quilici Gigli 1983,"S. Quilici Gigli, “A proposito delle ricerche sull’ubicazione di Alba Longa,” PP 38 (1983) 140-49.",Quilici Gigli 1983
von der Osten 1930,"H.H. von der Osten, Explorations in Hittite Asia Minor 1929, Oriental Institute of the University of Chicago 8, Chicago, 1930.",von der Osten 1930
Bolin 1922,"S. Bolin, “Die Funde römischer und byzantinischer Münzen in Ostpreussen,” Prussia 26 (1922/23-1925) 203-40.",Bolin 1922
Quilici Gigli 1987,"S. Quilici Gigli, “Appunti di topografia per la storia di Trevi nel Lazio,” MEFRA 99 (1987) 129-69.",Quilici Gigli 1987
Vdovichenko 1986,"I.I. Vdovichenko and C.G. Koltukhov, “Drevniye ukrepleniya severnovo Kryma,” VDI 2 (1986) 145-56.",Vdovichenko 1986
Laser 1982,"R. Laser, Die römischen und frühbyzantinischen Fundmünzen auf dem Gebiet der DDR, Schriften zur Ur- und Frühgeschichte 28, Berlin, 1982.",Laser 1982
Laser 1980,"R. Laser, Die römischen und frühbyzantinischen Fundmünzen auf dem Gebiet der DDR, Schriften zur Ur- und Frühgeschichte 28, Berlin, 1980.",Laser 1980
Gounaropoulou 1985,"L. Gounaropoulou and M.B. Hatzopoulos, Les milliaires de la Voie Egnatienne entre Héraclée des Lyncestos et Thessalonique, Meletemata 1, Athens, 1985.",Gounaropoulou 1985
Palomero Plaza 1990,"S. Palomero Plaza, “El puente romano de San Clemente y la fuente romana de Alberca de Záncara: dos obras de fábrica en la calzada Cartago Nova-Segobriga a su paso por la actual provincia de Cuenca,” in Simposio sobre la red viaria en la Hispania romana: Trabajos presentados al Simposio sobre: La red viaria en la Hispania romana, celebrado en Tarazona (Zaragoza) del 24 al 26 de septiembre de 1987, pp. 355-72, Zaragoza, 1990.",Palomero Plaza 1990
Postgate 1977,"J.N. Postgate, “Excavations in Iraq 1976,” Iraq 39 (1977) 300-20.",Postgate 1977
Philippson 1936,"A. Philippson, Milet: Ergebnisse der Ausgrabungen und Untersuchungen seit dem Jahre 1899, III.5: Das südliche Jonien, Berlin, 1936.",Philippson 1936
